ProfitRatio,CustomerName,Discount%,OrderKey,CustomerSegment,City,Region,State,Country,ShipmentMode,OrderDate,ShipDate,ProductName,Manafacturer,ProductSubcategory,ProductCategory,Profit,Qty,Sale
13,William Brown,20,CA-2017-165330,Consumer,Anaheim,West,California,United States,Same Day,2017-12-11,2017-12-11,Hon Non-Folding Utility Tables,Hon,Tables,Furniture,112,7,892
13,Nora Preis,20,CA-2015-168494,Consumer,Fresno,West,California,United States,Second Class,2015-12-12,2015-12-14,Hon Non-Folding Utility Tables,Hon,Tables,Furniture,96,6,765
0,Liz Thompson,30,CA-2017-159373,Consumer,San Antonio,Central,Texas,United States,Standard Class,2017-03-13,2017-03-18,Hon Non-Folding Utility Tables,Hon,Tables,Furniture,0,5,558
30,Anthony Rawles,0,CA-2017-132304,Corporate,Seattle,West,Washington,United States,Standard Class,2017-06-14,2017-06-18,Hon Non-Folding Utility Tables,Hon,Tables,Furniture,335,7,"1,115"
0,Matt Abelman,30,CA-2016-130974,Home Office,Everett,East,Massachusetts,United States,Second Class,2016-11-27,2016-11-29,Hon Non-Folding Utility Tables,Hon,Tables,Furniture,0,4,446
29,Anna Andreadi,0,CA-2016-110863,Consumer,Oklahoma City,Central,Oklahoma,United States,Standard Class,2016-11-17,2016-11-24,Hon Olson Stacker Chairs,Hon,Chairs,Furniture,384,5,"1,324"
11,Dan Campbell,20,CA-2018-128363,Consumer,Memphis,South,Tennessee,United States,Standard Class,2018-08-13,2018-08-18,Hon Olson Stacker Chairs,Hon,Chairs,Furniture,48,2,424
29,Anthony Johnson,0,CA-2017-123946,Corporate,Springfield,South,Virginia,United States,Standard Class,2017-09-12,2017-09-17,Hon Olson Stacker Chairs,Hon,Chairs,Furniture,307,4,"1,059"
21,Emily Ducich,10,CA-2016-160227,Home Office,New York City,East,New York,United States,First Class,2016-11-02,2016-11-04,Hon Olson Stacker Chairs,Hon,Chairs,Furniture,553,11,"2,621"
10,Christopher Conant,20,CA-2017-154690,Consumer,Fayetteville,South,North Carolina,United States,Second Class,2017-08-15,2017-08-17,Hon Olson Stacker Stools,Hon,Chairs,Furniture,23,2,225
-3,Bill Donatelli,30,CA-2017-119165,Consumer,Philadelphia,East,Pennsylvania,United States,Standard Class,2017-10-31,2017-11-06,Hon Olson Stacker Stools,Hon,Chairs,Furniture,-14,5,493
10,Arthur Prichep,20,CA-2015-105270,Consumer,Los Angeles,West,California,United States,Standard Class,2015-11-11,2015-11-18,Hon Olson Stacker Stools,Hon,Chairs,Furniture,11,1,113
10,Herbert Flentye,20,CA-2015-158029,Consumer,Los Angeles,West,California,United States,Standard Class,2015-05-26,2015-05-30,Hon Olson Stacker Stools,Hon,Chairs,Furniture,23,2,225
10,Shaun Weien,20,CA-2018-145429,Consumer,San Diego,West,California,United States,Standard Class,2018-07-21,2018-07-25,Hon Olson Stacker Stools,Hon,Chairs,Furniture,23,2,225
20,Bill Shonely,10,CA-2015-168130,Corporate,New York City,East,New York,United States,Same Day,2015-09-19,2015-09-19,Hon Olson Stacker Stools,Hon,Chairs,Furniture,177,7,887
10,Ken Black,20,CA-2015-153913,Corporate,Hialeah,South,Florida,United States,Second Class,2015-12-16,2015-12-20,Hon Olson Stacker Stools,Hon,Chairs,Furniture,101,9,"1,014"
28,Katharine Harms,0,CA-2017-157763,Corporate,Bowling Green,South,Kentucky,United States,Standard Class,2017-07-18,2017-07-23,Hon Olson Stacker Stools,Hon,Chairs,Furniture,39,1,141
10,Edward Hooks,20,CA-2017-100944,Corporate,Los Angeles,West,California,United States,Standard Class,2017-09-24,2017-09-28,Hon Olson Stacker Stools,Hon,Chairs,Furniture,56,5,563
28,Deanra Eno,0,CA-2016-153381,Home Office,Dubuque,Central,Iowa,United States,Standard Class,2016-09-24,2016-09-28,Hon Olson Stacker Stools,Hon,Chairs,Furniture,394,10,"1,408"
30,Anne McFarland,0,CA-2015-145387,Consumer,Cranston,East,Rhode Island,United States,Second Class,2015-10-31,2015-11-02,Hon Pagoda Stacking Chairs,Hon,Chairs,Furniture,481,5,"1,605"
30,Bill Donatelli,0,CA-2016-120677,Consumer,Minneapolis,Central,Minnesota,United States,Standard Class,2016-05-31,2016-06-04,Hon Pagoda Stacking Chairs,Hon,Chairs,Furniture,770,8,"2,568"
13,Greg Matthias,20,CA-2015-103310,Consumer,San Jose,West,California,United States,Standard Class,2015-05-10,2015-05-15,Hon Pagoda Stacking Chairs,Hon,Chairs,Furniture,32,1,257
13,Karen Ferguson,20,CA-2018-149559,Home Office,Long Beach,West,California,United States,Same Day,2018-09-11,2018-09-12,Hon Pagoda Stacking Chairs,Hon,Chairs,Furniture,257,8,"2,054"
-42,Denny Ordway,45,US-2016-168935,Consumer,Pembroke Pines,South,Florida,United States,Standard Class,2016-11-27,2016-12-02,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",Hon,Tables,Furniture,-157,3,375
-30,Tracy Blumstein,40,CA-2015-142587,Consumer,Fairfield,East,Ohio,United States,First Class,2015-10-21,2015-10-22,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",Hon,Tables,Furniture,-123,3,410
3,Beth Paige,20,CA-2018-137505,Consumer,Los Angeles,West,California,United States,Same Day,2018-11-24,2018-11-24,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",Hon,Tables,Furniture,9,2,364
22,Bill Overfelt,0,CA-2017-105207,Corporate,Broken Arrow,Central,Oklahoma,United States,Standard Class,2017-01-03,2017-01-08,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",Hon,Tables,Furniture,350,7,"1,593"
22,Penelope Sewall,0,CA-2015-136567,Home Office,Harrisonburg,South,Virginia,United States,First Class,2015-12-20,2015-12-21,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",Hon,Tables,Furniture,100,2,455
22,Kristina Nunn,0,CA-2018-126067,Home Office,Seattle,West,Washington,United States,Standard Class,2018-08-28,2018-09-03,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",Hon,Tables,Furniture,250,5,"1,138"
21,Dave Kipp,0,CA-2016-110457,Consumer,Seattle,West,Washington,United States,Standard Class,2016-03-02,2016-03-06,Hon Racetrack Conference Tables,Hon,Tables,Furniture,165,3,788
-13,Cassandra Brandow,30,CA-2016-146563,Consumer,Arlington,Central,Texas,United States,Standard Class,2016-08-24,2016-08-28,Hon Racetrack Conference Tables,Hon,Tables,Furniture,-118,5,919
1,Tony Molinari,20,CA-2018-131037,Consumer,San Francisco,West,California,United States,First Class,2018-08-22,2018-08-23,Hon Racetrack Conference Tables,Hon,Tables,Furniture,3,1,210
-32,Joe Elijah,40,CA-2017-106950,Consumer,Charlotte,South,North Carolina,United States,Standard Class,2017-09-02,2017-09-06,Hon Racetrack Conference Tables,Hon,Tables,Furniture,-150,3,473
-32,Shahid Hopkins,40,CA-2015-165764,Consumer,Jacksonville,South,North Carolina,United States,Standard Class,2015-11-03,2015-11-07,Hon Racetrack Conference Tables,Hon,Tables,Furniture,-299,6,945
-32,Odella Nelson,40,CA-2017-130820,Corporate,Burlington,South,North Carolina,United States,Same Day,2017-11-15,2017-11-15,Hon Racetrack Conference Tables,Hon,Tables,Furniture,-200,4,630
-38,Sung Shariari,40,US-2015-123519,Consumer,Marion,East,Ohio,United States,Standard Class,2015-12-14,2015-12-21,Hon Rectangular Conference Tables,Hon,Tables,Furniture,-52,1,137
-38,Susan Vittorini,40,US-2018-147669,Consumer,Fairfield,East,Ohio,United States,Standard Class,2018-12-25,2018-12-30,Hon Rectangular Conference Tables,Hon,Tables,Furniture,-105,2,273
17,Anna Häberlin,0,CA-2017-113831,Corporate,Springfield,South,Virginia,United States,Standard Class,2017-05-30,2017-06-03,Hon Rectangular Conference Tables,Hon,Tables,Furniture,387,10,"2,276"
-66,Michael Grace,50,CA-2016-124975,Home Office,Aurora,Central,Illinois,United States,First Class,2016-06-22,2016-06-25,Hon Rectangular Conference Tables,Hon,Tables,Furniture,-526,7,796
-5,Roy Collins,20,CA-2017-141397,Consumer,Pasadena,West,California,United States,First Class,2017-06-20,2017-06-21,Hon Valutask Swivel Chairs,Hon,Chairs,Furniture,-8,2,162
16,John Lee,0,US-2016-138121,Consumer,Detroit,Central,Michigan,United States,Same Day,2016-12-17,2016-12-17,Hon Valutask Swivel Chairs,Hon,Chairs,Furniture,48,3,303
7,Seth Vernon,10,CA-2018-100111,Consumer,New York City,East,New York,United States,Standard Class,2018-09-20,2018-09-26,Hon Valutask Swivel Chairs,Hon,Chairs,Furniture,18,3,273
16,Arianne Irving,0,CA-2018-116855,Consumer,Chesapeake,South,Virginia,United States,Standard Class,2018-12-17,2018-12-21,Hon Valutask Swivel Chairs,Hon,Chairs,Furniture,81,5,505
23,Stephanie Phelps,10,US-2017-140172,Corporate,Jackson,Central,Michigan,United States,Standard Class,2017-03-08,2017-03-13,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,Honeywell,Appliances,Office Supplies,48,3,207
-245,Erin Ashbrook,80,CA-2017-168956,Corporate,Chicago,Central,Illinois,United States,Standard Class,2017-02-16,2017-02-20,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,Honeywell,Appliances,Office Supplies,-226,6,92
39,Phillip Flathmann,0,CA-2017-114972,Consumer,Los Angeles,West,California,United States,First Class,2017-11-03,2017-11-06,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,Honeywell,Appliances,Office Supplies,430,4,"1,101"
39,Patrick Jones,0,CA-2016-154746,Corporate,Springfield,South,Virginia,United States,First Class,2016-11-14,2016-11-17,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,Honeywell,Appliances,Office Supplies,322,3,826
39,Frank Carlisle,0,CA-2017-147256,Home Office,Columbia,Central,Missouri,United States,Second Class,2017-10-17,2017-10-21,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,Honeywell,Appliances,Office Supplies,752,7,"1,928"
33,Dianna Wilson,0,CA-2015-131926,Home Office,Lakeville,Central,Minnesota,United States,Second Class,2015-06-01,2015-06-06,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Honeywell,Appliances,Office Supplies,496,5,"1,503"
16,Robert Waldorf,20,CA-2018-167752,Consumer,Philadelphia,East,Pennsylvania,United States,First Class,2018-01-15,2018-01-18,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Honeywell,Appliances,Office Supplies,313,8,"1,924"
33,Darrin Martin,0,CA-2015-160766,Consumer,New York City,East,New York,United States,Same Day,2015-09-14,2015-09-14,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Honeywell,Appliances,Office Supplies,198,2,601
33,Gary Zandusky,0,CA-2017-131737,Consumer,Columbia,East,Maryland,United States,Same Day,2017-03-17,2017-03-17,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Honeywell,Appliances,Office Supplies,298,3,902
33,Eva Jacobs,0,CA-2017-142594,Consumer,Franklin,East,Massachusetts,United States,Second Class,2017-12-01,2017-12-06,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Honeywell,Appliances,Office Supplies,298,3,902
16,Julia West,20,CA-2016-120621,Consumer,Jacksonville,South,North Carolina,United States,Standard Class,2016-03-21,2016-03-26,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Honeywell,Appliances,Office Supplies,156,4,962
33,Helen Wasserman,0,CA-2018-121559,Corporate,Indianapolis,Central,Indiana,United States,Second Class,2018-06-01,2018-06-03,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Honeywell,Appliances,Office Supplies,794,8,"2,405"
33,Jonathan Doherty,0,CA-2017-143805,Corporate,Richmond,South,Virginia,United States,Second Class,2017-12-01,2017-12-03,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Honeywell,Appliances,Office Supplies,695,7,"2,105"
32,Sylvia Foulston,10,CA-2016-138009,Corporate,Dearborn,Central,Michigan,United States,Standard Class,2016-11-29,2016-12-03,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,Honeywell,Appliances,Office Supplies,179,5,555
39,Ivan Gibson,0,CA-2016-101000,Consumer,Norwich,East,Connecticut,United States,Standard Class,2016-04-09,2016-04-14,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,Honeywell,Appliances,Office Supplies,144,3,370
24,Caroline Jumper,20,US-2017-161683,Consumer,Philadelphia,East,Pennsylvania,United States,Standard Class,2017-12-03,2017-12-08,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,Honeywell,Appliances,Office Supplies,94,4,395
33,Corey-Lock,0,US-2015-112949,Consumer,Lawton,Central,Oklahoma,United States,Standard Class,2015-06-20,2015-06-27,Honeywell Quietcare HEPA Air Cleaner,Honeywell,Appliances,Office Supplies,156,6,472
26,Ken Lonsdale,10,CA-2017-133550,Consumer,Detroit,Central,Michigan,United States,Standard Class,2017-07-31,2017-08-06,Honeywell Quietcare HEPA Air Cleaner,Honeywell,Appliances,Office Supplies,72,4,283
33,Helen Abelman,0,CA-2017-145611,Consumer,New York City,East,New York,United States,Standard Class,2017-09-20,2017-09-24,Honeywell Quietcare HEPA Air Cleaner,Honeywell,Appliances,Office Supplies,130,5,393
33,Laurel Workman,0,CA-2015-103429,Corporate,New York City,East,New York,United States,First Class,2015-05-30,2015-06-01,Honeywell Quietcare HEPA Air Cleaner,Honeywell,Appliances,Office Supplies,78,3,236
33,Rick Wilson,0,CA-2018-128041,Corporate,Seattle,West,Washington,United States,Same Day,2018-09-01,2018-09-01,Honeywell Quietcare HEPA Air Cleaner,Honeywell,Appliances,Office Supplies,104,4,315
16,Barbara Fisher,20,CA-2015-117345,Corporate,Charlotte,South,North Carolina,United States,Standard Class,2015-08-01,2015-08-05,Honeywell Quietcare HEPA Air Cleaner,Honeywell,Appliances,Office Supplies,10,1,63
-270,Dennis Kane,80,CA-2018-165099,Consumer,Abilene,Central,Texas,United States,First Class,2018-12-11,2018-12-13,Hoover Commercial Lightweight Upright Vacuum,Hoover,Appliances,Office Supplies,-4,2,1
7,Dianna Arnett,20,CA-2015-115133,Home Office,Lancaster,East,Ohio,United States,Standard Class,2015-09-26,2015-09-30,Hoover Commercial Lightweight Upright Vacuum,Hoover,Appliances,Office Supplies,1,6,17
26,Shahid Collister,0,CA-2018-153843,Consumer,Fairfield,East,Connecticut,United States,First Class,2018-03-13,2018-03-15,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,Hoover,Appliances,Office Supplies,121,2,465
26,Maris LaWare,0,CA-2018-121580,Consumer,Columbus,Central,Indiana,United States,Standard Class,2018-05-29,2018-06-04,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,Hoover,Appliances,Office Supplies,121,2,465
-270,Lisa Ryan,80,CA-2017-143406,Corporate,Houston,Central,Texas,United States,Standard Class,2017-09-26,2017-09-30,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,Hoover,Appliances,Office Supplies,-251,2,93
9,Tony Sayre,20,CA-2015-134551,Consumer,Columbia,South,Tennessee,United States,Standard Class,2015-12-20,2015-12-25,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Hoover,Appliances,Office Supplies,4,7,44
27,Charles Sheldon,0,CA-2018-117632,Corporate,San Francisco,West,California,United States,Standard Class,2018-05-12,2018-05-18,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Hoover,Appliances,Office Supplies,2,1,8
27,Aleksandra Gannaway,0,CA-2016-166800,Corporate,Las Vegas,West,Nevada,United States,Standard Class,2016-11-19,2016-11-26,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Hoover,Appliances,Office Supplies,8,4,31
-265,Maria Etezadi,80,US-2018-124926,Home Office,Houston,Central,Texas,United States,Second Class,2018-11-13,2018-11-18,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Hoover,Appliances,Office Supplies,-25,6,9
-250,Trudy Schmidt,80,CA-2018-147207,Consumer,El Paso,Central,Texas,United States,Second Class,2018-01-02,2018-01-04,Hoover Commercial SteamVac,Hoover,Appliances,Office Supplies,-14,2,5
30,Cassandra Brandow,0,US-2018-152898,Consumer,Richmond,South,Virginia,United States,Standard Class,2018-09-11,2018-09-15,Hoover Commercial SteamVac,Hoover,Appliances,Office Supplies,20,5,68
30,Khloe Miller,0,CA-2018-154116,Consumer,Inglewood,West,California,United States,Standard Class,2018-12-15,2018-12-19,Hoover Commercial SteamVac,Hoover,Appliances,Office Supplies,16,4,54
30,Jesus Ocampo,0,US-2018-138086,Home Office,San Francisco,West,California,United States,Standard Class,2018-04-16,2018-04-20,Hoover Commercial SteamVac,Hoover,Appliances,Office Supplies,12,3,41
-275,Carol Darley,80,US-2018-119438,Consumer,Tyler,Central,Texas,United States,Standard Class,2018-03-18,2018-03-23,Hoover Portapower Portable Vacuum,Hoover,Appliances,Office Supplies,-7,3,3
6,Shui Tom,20,CA-2018-101273,Consumer,Port Saint Lucie,South,Florida,United States,Second Class,2018-08-27,2018-08-30,Hoover Portapower Portable Vacuum,Hoover,Appliances,Office Supplies,1,4,14
6,Patrick O'Brill,20,CA-2018-149853,Consumer,Hialeah,South,Florida,United States,Standard Class,2018-10-03,2018-10-09,Hoover Portapower Portable Vacuum,Hoover,Appliances,Office Supplies,1,5,18
25,Lindsay Castell,0,CA-2016-132276,Home Office,New York City,East,New York,United States,Standard Class,2016-02-23,2016-02-28,Hoover Portapower Portable Vacuum,Hoover,Appliances,Office Supplies,7,6,27
13,Jay Kimmel,20,CA-2016-127453,Consumer,Philadelphia,East,Pennsylvania,United States,First Class,2016-12-19,2016-12-20,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,Hoover,Appliances,Office Supplies,0,2,4
-250,Zuschuss Carroll,80,US-2018-102288,Consumer,Houston,Central,Texas,United States,Standard Class,2018-06-19,2018-06-23,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,Hoover,Appliances,Office Supplies,-1,1,0
13,Resi Pölking,20,CA-2016-133494,Consumer,Philadelphia,East,Pennsylvania,United States,Standard Class,2016-03-01,2016-03-05,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,Hoover,Appliances,Office Supplies,0,2,4
30,Adam Hart,0,CA-2018-125451,Corporate,Cranston,East,Rhode Island,United States,First Class,2018-10-23,2018-10-24,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,Hoover,Appliances,Office Supplies,1,1,2
8,Olvera Toch,20,CA-2017-107783,Consumer,Bethlehem,East,Pennsylvania,United States,First Class,2017-07-28,2017-07-29,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",Hoover,Appliances,Office Supplies,1,3,9
26,Denise Leinenbach,0,CA-2016-109337,Consumer,Lawrence,Central,Indiana,United States,Second Class,2016-11-21,2016-11-23,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",Hoover,Appliances,Office Supplies,5,5,20
-270,Hunter Glantz,80,CA-2015-163748,Consumer,Fort Worth,Central,Texas,United States,Standard Class,2015-10-14,2015-10-18,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",Hoover,Appliances,Office Supplies,-9,4,3
26,Mike Caudle,0,CA-2017-129868,Corporate,Los Angeles,West,California,United States,Standard Class,2017-12-26,2017-12-31,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",Hoover,Appliances,Office Supplies,2,2,8
26,Greg Guthrie,0,CA-2018-131807,Corporate,Chico,West,California,United States,Standard Class,2018-10-05,2018-10-10,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",Hoover,Appliances,Office Supplies,4,4,16
17,Nat Carroll,10,CA-2016-112452,Consumer,Lansing,Central,Michigan,United States,Same Day,2016-04-04,2016-04-04,Hoover Shoulder Vac Commercial Portable Vacuum,Hoover,Appliances,Office Supplies,107,2,644
-275,Maureen Gnade,80,CA-2016-164007,Consumer,Chicago,Central,Illinois,United States,Standard Class,2016-06-08,2016-06-12,Hoover Shoulder Vac Commercial Portable Vacuum,Hoover,Appliances,Office Supplies,-394,2,143
6,Tony Sayre,20,CA-2017-113978,Consumer,Cleveland,East,Ohio,United States,Standard Class,2017-09-25,2017-09-29,Hoover Shoulder Vac Commercial Portable Vacuum,Hoover,Appliances,Office Supplies,18,1,286
25,Rob Williams,0,CA-2017-112585,Corporate,San Francisco,West,California,United States,First Class,2017-07-30,2017-08-02,Hoover Shoulder Vac Commercial Portable Vacuum,Hoover,Appliances,Office Supplies,179,2,716
25,Justin Deggeller,0,CA-2018-168858,Corporate,New York City,East,New York,United States,Standard Class,2018-11-19,2018-11-23,Hoover Shoulder Vac Commercial Portable Vacuum,Hoover,Appliances,Office Supplies,626,7,"2,505"
25,Philisse Overcash,0,CA-2016-121783,Home Office,Roseville,Central,Minnesota,United States,Standard Class,2016-11-10,2016-11-14,Hoover Shoulder Vac Commercial Portable Vacuum,Hoover,Appliances,Office Supplies,179,2,716
-255,Peter Fuller,80,CA-2016-140025,Consumer,San Antonio,Central,Texas,United States,Standard Class,2016-04-07,2016-04-11,Hoover Upright Vacuum With Dirt Cup,Hoover,Appliances,Office Supplies,"-1,181",8,463
29,George Ashbrook,0,CA-2016-155306,Consumer,San Francisco,West,California,United States,Standard Class,2016-04-17,2016-04-21,Hoover Upright Vacuum With Dirt Cup,Hoover,Appliances,Office Supplies,420,5,"1,448"
11,Brenda Bowman,20,CA-2018-158561,Corporate,Fort Lauderdale,South,Florida,United States,Second Class,2018-11-11,2018-11-16,Hoover Upright Vacuum With Dirt Cup,Hoover,Appliances,Office Supplies,130,5,"1,158"
29,Anthony Jacobs,0,CA-2015-141313,Corporate,Beverly,East,Massachusetts,United States,Standard Class,2015-12-28,2016-01-01,Hoover Upright Vacuum With Dirt Cup,Hoover,Appliances,Office Supplies,504,6,"1,737"
29,Shaun Chance,0,CA-2016-103835,Corporate,Los Angeles,West,California,United States,Standard Class,2016-09-24,2016-09-28,Hoover Upright Vacuum With Dirt Cup,Hoover,Appliances,Office Supplies,336,4,"1,158"
29,Cynthia Delaney,0,CA-2017-124352,Home Office,Oklahoma City,Central,Oklahoma,United States,Standard Class,2017-10-15,2017-10-21,Hoover Upright Vacuum With Dirt Cup,Hoover,Appliances,Office Supplies,252,3,869
10,Dave Brooks,20,CA-2017-113292,Consumer,Columbia,South,Tennessee,United States,Second Class,2017-03-18,2017-03-20,Hoover WindTunnel Plus Canister Vacuum,Hoover,Appliances,Office Supplies,87,3,872
28,Valerie Dominguez,0,CA-2015-126361,Consumer,Pleasant Grove,West,Utah,United States,Second Class,2015-08-04,2015-08-09,Hoover WindTunnel Plus Canister Vacuum,Hoover,Appliances,Office Supplies,305,3,"1,090"
28,Jeremy Pistek,0,CA-2018-117324,Consumer,Madison,Central,Wisconsin,United States,Standard Class,2018-12-08,2018-12-13,Hoover WindTunnel Plus Canister Vacuum,Hoover,Appliances,Office Supplies,305,3,"1,090"
13,Alan Shonely,20,CA-2015-149958,Consumer,Tampa,South,Florida,United States,Standard Class,2015-03-15,2015-03-19,"Hot File 7-Pocket, Floor Stand",Other,Storage,Office Supplies,18,1,143
13,Cassandra Brandow,20,CA-2016-146563,Consumer,Arlington,Central,Texas,United States,Standard Class,2016-08-24,2016-08-28,"Hot File 7-Pocket, Floor Stand",Other,Storage,Office Supplies,125,7,999
30,Sam Craven,0,CA-2015-121006,Consumer,Midland,Central,Michigan,United States,Standard Class,2015-11-10,2015-11-16,"Hot File 7-Pocket, Floor Stand",Other,Storage,Office Supplies,161,3,535
30,Maxwell Schwartz,0,CA-2016-135020,Consumer,Rochester,East,New York,United States,Standard Class,2016-05-28,2016-06-02,"Hot File 7-Pocket, Floor Stand",Other,Storage,Office Supplies,161,3,535
13,Matt Collins,20,CA-2018-167703,Consumer,Cincinnati,East,Ohio,United States,Standard Class,2018-02-03,2018-02-08,"Hot File 7-Pocket, Floor Stand",Other,Storage,Office Supplies,36,2,286
30,Stewart Visinsky,0,CA-2015-100895,Consumer,Roswell,South,Georgia,United States,Standard Class,2015-06-02,2015-06-06,"Hot File 7-Pocket, Floor Stand",Other,Storage,Office Supplies,107,2,357
30,Cassandra Brandow,0,CA-2016-121188,Consumer,Los Angeles,West,California,United States,Standard Class,2016-08-28,2016-09-04,"Hot File 7-Pocket, Floor Stand",Other,Storage,Office Supplies,268,5,892
30,Jonathan Doherty,0,CA-2015-127866,Corporate,Riverside,West,California,United States,First Class,2015-07-20,2015-07-23,"Hot File 7-Pocket, Floor Stand",Other,Storage,Office Supplies,161,3,535
30,Roy Phan,0,CA-2017-168774,Corporate,Woodbury,Central,Minnesota,United States,Standard Class,2017-09-04,2017-09-09,"Hot File 7-Pocket, Floor Stand",Other,Storage,Office Supplies,161,3,535
13,Cynthia Voltz,20,US-2017-144057,Corporate,Austin,Central,Texas,United States,Standard Class,2017-05-09,2017-05-13,"Hot File 7-Pocket, Floor Stand",Other,Storage,Office Supplies,107,6,857
30,Scott Cohen,0,CA-2018-107132,Corporate,New York City,East,New York,United States,Standard Class,2018-06-26,2018-06-30,"Hot File 7-Pocket, Floor Stand",Other,Storage,Office Supplies,214,4,714
13,Thomas Seio,20,CA-2018-119284,Corporate,Nashville,South,Tennessee,United States,Standard Class,2018-06-15,2018-06-20,"Hot File 7-Pocket, Floor Stand",Other,Storage,Office Supplies,18,1,143
30,Rick Huthwaite,0,CA-2017-168354,Home Office,Providence,East,Rhode Island,United States,First Class,2017-09-19,2017-09-21,"Hot File 7-Pocket, Floor Stand",Other,Storage,Office Supplies,482,9,"1,606"
42,Maria Bertelson,0,CA-2018-169124,Consumer,Citrus Heights,West,California,United States,Standard Class,2018-07-03,2018-07-10,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",Howard Miller,Furnishings,Furniture,54,3,129
42,Steven Cartwright,0,CA-2018-144463,Consumer,Los Angeles,West,California,United States,Standard Class,2018-01-01,2018-01-05,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",Howard Miller,Furnishings,Furniture,199,11,474
-45,Matt Connell,60,CA-2016-145394,Corporate,Chicago,Central,Illinois,United States,Standard Class,2016-11-16,2016-11-20,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",Howard Miller,Furnishings,Furniture,-16,2,35
42,Monica Federle,0,CA-2016-144722,Corporate,Los Angeles,West,California,United States,Standard Class,2016-03-16,2016-03-23,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",Howard Miller,Furnishings,Furniture,18,1,43
18,Ryan Crowe,20,CA-2018-112774,Consumer,Jacksonville,South,Florida,United States,First Class,2018-09-11,2018-09-12,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",Howard Miller,Furnishings,Furniture,6,1,35
18,John Lee,20,US-2015-138758,Consumer,Philadelphia,East,Pennsylvania,United States,Standard Class,2015-07-07,2015-07-11,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",Howard Miller,Furnishings,Furniture,12,2,69
34,Toby Ritter,0,CA-2017-110009,Consumer,Seattle,West,Washington,United States,Standard Class,2017-09-08,2017-09-13,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",Howard Miller,Furnishings,Furniture,15,1,43
34,John Lee,0,CA-2018-161333,Consumer,Los Angeles,West,California,United States,Standard Class,2018-02-02,2018-02-07,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",Howard Miller,Furnishings,Furniture,29,2,86
